who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,strategies,best-strategy,attend?,prediction
80,9.9,195,-2,-2,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.8147450692056746 0.023600075468713122 0.31482527965661844 -0.10376888881096225 -0.9492227164254232 -0.3573494285465606] [0.18937601816782812 0.7444059500193696 0.9930920824188874 0.7730549301275345 0.014390727711825368 -0.5257751020860517] [0.6309989528902729 -0.8620648551374932 0.8144609317549765 0.9550729516351293 0.2315217540228356 0.6046185509923991] [0.4694294946256936 -0.7989790136515436 0.0011094942057949808 -0.83099190111807 0.35114259415296845 0.5980851495518613] [-0.6693857001135193 0.4908854825491531 -0.4678285684846919 0.3786409475196557 0.7501590373095062 0.6290549942327317] [-0.43128249468400304 -0.09645330429182675 0.05045869567766714 -0.34236343007013814 0.06787311773062088 0.1010400376754379] [-0.8102623086590477 -0.5980465444220753 0.7846781201045163 0.04967047535353486 0.9339664109191586 -0.042871272865829146] [-0.2513684214060903 0.9909056978135451 -0.0673853709204204 -0.42038827392492784 -0.12409057408463564 -0.012476241813691447] [0.09789947692475942 0.9115266833840334 -0.9480662296009206 0.26836240740508166 -0.7720430486720002 -0.05774406420281197] [-0.8744527401638864 -0.09874445906798002 -0.6979810671097009 0.6752084402440921 -0.9321886163776723 -0.3589888734029896]],[-0.6693857001135193 0.4908854825491531 -0.4678285684846919 0.3786409475196557 0.7501590373095062 0.6290549942327317],0,-182.81646486289137
81,9.9,70,-1,-20,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.6957999644128814 0.7292537440058218 0.917852462894249 -0.3661968162747946 -0.9110535473345749 0.3446197899055139] [0.7424878452910437 -0.4080050722462476 0.19416114069303725 0.844122128535354 -0.09817676427080557 -0.4470172134165429] [-0.5602525221307924 -0.47700942340520247 -0.4618469445019451 0.06001737503381133 -0.5639109477289417 0.2927391265822825] [0.14629786151375024 -0.02240324410780925 0.023251882765235043 -0.9685547757421473 0.10889379048392711 -0.8898933738236938] [0.7993539779096317 0.27053479968695604 -0.3545889050140949 -0.349544594212726 0.02895342851146787 -0.20278351047805332] [0.5768482219859963 0.9674594413347735 -0.22614365953182625 -0.47707347664539634 0.25798524451131954 0.4359419361156176] [-0.7413633704789835 0.7961041525765113 0.5245015996629174 0.7761602711511586 0.8646540648301053 0.7499307186749447] [-0.7321365135464559 -0.13173321025178453 0.04665700836884912 0.5265659722387726 -0.5794396218507425 -0.06438977901849063] [0.20589007572952522 -0.4261723368934369 0.05863089134648636 0.3187842163044594 0.307410450735907 -0.12452872896271927] [-0.317492308089665 0.14462548181125778 0.7726182385645615 0.708080932842613 0.3089827600403736 -0.9078149194336833]],[0.7993539779096317 0.27053479968695604 -0.3545889050140949 -0.349544594212726 0.02895342851146787 -0.20278351047805332],0,-53.06827181306597
82,9.9,202,-1,6,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.6240785436722438 -0.2439863893541352 0.6513129625835226 0.5031442507461965 0.05446235189205506 -0.29694768100361424] [0.1076518617511224 -0.17887187776565483 -0.3960418361499338 0.1462898569621287 0.12378971177439402 -0.6478265118525066] [0.61365081133156 -0.9703934320766365 -0.8442236652574586 -0.7647266976564662 0.18972559917117882 -0.3320644195636864] [0.9499771429935255 -0.4513529567129102 -0.3229196800253429 0.9984986693500473 -0.4786070791106187 -0.4983177916871073] [-0.835992155599576 0.6060594670382298 -0.21684071750695644 0.1443243316710281 0.5674382880111528 -0.16286998079045523] [0.9760097849817411 -0.6367832649481662 0.238756311079805 0.6642504704103873 -0.9795963093121838 -0.39802018060164124] [-0.04660771515880713 0.955259065135508 0.5348799328506768 -0.8459232062751767 0.25312214466091576 0.3437879430341755] [-0.5756184255888803 -0.7002873073056239 0.29798533480251677 0.7178149010163553 0.9612594574139979 -0.5556851468787438] [-0.32679552188093086 -0.37154641291763935 0.45757733087562324 0.47322798170774316 0.3459979835874607 -0.7546536282126493] [0.2897449268127563 -0.13767989915367185 -0.563571536987586 -0.6273988156887949 -0.4980547892994136 -0.5857978665353605]],[-0.04660771515880713 0.955259065135508 0.5348799328506768 -0.8459232062751767 0.25312214466091576 0.3437879430341755],0,-78.45368715189106
83,9.9,110,-15,11,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.9922699325434245 -0.3986559466997739 -0.013611919996530109 -0.8186748549104337 -0.007192812280780059 0.9868630940876546] [0.8235608454008823 0.0037317806376018225 -0.5143878347982456 0.4474708617011234 0.5848182885085604 0.7177949019134175] [0.5119732284334839 -0.013608100031491377 0.13724804470300778 -0.4103597432704933 0.4713105410202556 0.8928391071504929] [-0.016547858413995753 0.7197833596900702 0.05083321874057223 0.17033028611597212 -0.021342413140991168 -0.02477613545206747] [-0.21807188718271542 -0.707434957276073 0.951011211349871 0.28977499480385216 0.5981568665355284 -0.8379994144316443] [0.3194785835953733 -0.3702777317789512 0.2202245524166948 -0.02142674956234658 -0.5346661110205007 -0.18346411968307974] [-0.20561167381379386 -0.8386439422749541 -0.3842474000129852 -0.5409589017290248 -0.18614991038554285 0.3609503221623851] [-0.3033306107478606 0.5408746091934031 -0.8543721146092795 -0.47982798785084047 -0.05349414748488801 0.8505885211337623] [-0.8563444377141305 -0.04887314790068231 -0.8831890818206645 0.6197886336910756 0.3175352484969931 0.9065218674084359] [-0.8472611976067406 -0.19910422035765274 0.32196818886501477 -0.04152415767219675 -0.9062518979545604 0.24260134142475387]],[0.5119732284334839 -0.013608100031491377 0.13724804470300778 -0.4103597432704933 0.4713105410202556 0.8928391071504929],0,-149.11462439004657
84,9.9,296,21,-9,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.7037513999704812 0.7297812528359089 0.9642534927198441 0.8488143479850612 -0.9498309924905932 0.8230579306552763] [-0.43461062004947015 0.08883961969027077 0.21095550363263804 -0.5100295491118696 0.6891488676564446 0.735980582033106] [-0.6609167288275444 -0.31623691046987745 -0.6623800731858382 0.48958275270679863 0.541180656795577 0.843851306264926] [0.3938582130404533 -0.5474812144801744 0.4624123319991351 0.33255399346575176 -0.4496931043392105 0.9760796292404508] [-0.5607478793869123 -0.6449837904638291 -0.1900799618554707 0.46778199896802763 0.7426433814102504 0.9858646161841225] [-0.06791648295123665 -0.5522038361978336 -0.05166771994569297 -0.5727448594809612 0.8622338778361982 0.6060965278697259] [0.9665389056029878 -0.9941699693407762 -0.49358323389274616 0.6484400869691744 0.6732107048247151 -0.4798835333295095] [-0.7542617097652775 -0.004217691478982433 0.7387727158670756 0.6858347133403291 -0.5284366190926193 0.49522445247809044] [0.20319020226849682 -0.4465231683632873 -0.6892600164700255 -0.7451893111718886 0.6408299635303161 -0.05991678222309549] [0.12235387771046558 -0.7048690108923441 -0.7149609058650477 -0.2854155515091181 -0.9468216692073343 -0.07028788342447467]],[0.3938582130404533 -0.5474812144801744 0.4624123319991351 0.33255399346575176 -0.4496931043392105 0.9760796292404508],0,-99.80019411383394
85,9.9,287,-21,21,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.523709795864405 -0.5479588692971478 -0.7674713499184527 0.23767377993363303 -0.8478295104019333 0.08556164302599245] [-0.1556632537227307 0.9954449320136984 -0.37610814311637375 -0.7073157826677927 -0.30710988937654093 0.023504451331950893] [-0.18891946269585613 -0.5691745619768789 -0.7369438001338533 0.49360547847752767 -0.7521270811497069 0.4558559861961893] [0.6225317253004272 -0.1445682348360009 0.5300921777621688 0.9179379841269149 -0.6023130174036615 -0.9884914209281477] [-0.9670734558793914 0.13460279364681393 -0.8767509168944703 0.6322328905718102 -0.507453760531096 0.41059632435129867] [-0.8225371317902026 0.8737567548859302 -0.5743211226335525 -0.7606583574810712 0.0913776831869777 -0.11847514222803324] [-0.7025990494145251 -0.6925300944066948 0.4134146070125717 0.6194627921238771 -0.7431571385277977 -0.3653528786995117] [-0.8922988806352381 -0.5820461324293911 0.7692306699743701 0.22750351631842047 -0.0889052889169426 0.7474179973289641] [0.31935954493360175 0.40338298923852034 0.04801517219098472 0.9783517498043781 0.20592168712882453 0.20550607944263755] [-0.13611221711307753 -0.35072916130413234 -0.9506404591455868 0.7422942373723405 0.5105333283590563 -0.23769431802463536]],[0.31935954493360175 0.40338298923852034 0.04801517219098472 0.9783517498043781 0.20592168712882453 0.20550607944263755],0,19.488462947019986
86,9.9,242,24,-19,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.6574273611755053 0.7888964698421423 0.19877485463265132 0.32697772753212506 0.004546695006718338 0.12799522442768052] [0.7085131449750215 0.5182138932852463 0.1258429100592091 -0.5658950735968811 0.054642195320044884 -0.780933367195243] [-0.5005737633322713 0.2916232064954172 -0.6811847131613467 -0.891313974096037 -0.26036374677439755 0.13104347712152786] [-0.19005879712087226 -0.30191172713203684 0.4672655376014392 0.009496593057487068 -0.1689957224835439 -0.1669169757793625] [0.42505834629172967 0.743360373394788 0.840111511736177 0.7875482980725903 -0.7768723567248699 0.8621720930334185] [-0.4856666372417844 0.8683671131429607 -0.7242604902803755 -0.8639515406952454 -0.3997444730656059 0.12624732482274537] [0.9420597525085548 -0.4697016510798624 -0.5653249179635478 -0.01431391306462193 -0.2599772444104309 -0.45469986761035597] [0.899533713018722 -0.890539336521248 -0.5673329270565171 -0.9761510497479682 -0.7871939591122292 0.9893714552960526] [-0.6234263785059215 -0.23621799807569865 -0.8622329102174557 0.6241514697575501 -0.4348992585892426 -0.6296555567992699] [0.642972056587634 0.01642872598830758 -0.9367805855107643 -0.4320036506996028 -0.793098570896744 0.5092784756403743]],[0.7085131449750215 0.5182138932852463 0.1258429100592091 -0.5658950735968811 0.054642195320044884 -0.780933367195243],0,23.45781182185963
87,9.9,269,-9,-9,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.7039354533002817 -0.0447750587311726 0.7408582669124282 0.9510220871436319 0.024505530130890296 -0.9693543141227121] [0.2732414542934323 -0.8753754027111276 0.11005656514083428 0.7503165108227421 0.6420652797095929 -0.01871093414663294] [-0.6783509010555817 0.6300149461887605 -0.10939569464369892 -0.7338035268556324 0.5848690877169642 0.4356994311098368] [-0.34549198153765404 0.9398390970931632 0.21787011584836624 -0.2512247314837781 -0.567716884494031 0.3017484751982573] [0.17453653406974134 0.40524618859251516 -0.6839036162389649 -0.44553830541422856 0.9157932535309861 0.4654871035639636] [-0.16875928193829015 -0.7281869945636332 0.9827082710494135 -0.18192134485546863 0.9586171029178723 -0.15865302165095074] [-0.17741083871042762 0.7218590618701406 0.4684046815888887 -0.6388535731268523 0.4048615645167777 0.7366596110986456] [-0.05639660998080154 0.10951140073812349 -0.5628673502077028 0.15120661589657658 0.6425719947916482 -0.68796195002893] [-0.699044887978693 -0.8389487090089749 -0.38720788335443124 -0.9807327054973589 -0.044753561704646616 0.003167571422628246] [0.18522411576893227 0.9992458933205022 0.6100310355967478 -0.7360461017231714 -0.14762510414810182 -0.2864001912342726]],[-0.17741083871042762 0.7218590618701406 0.4684046815888887 -0.6388535731268523 0.4048615645167777 0.7366596110986456],0,-8.68930503535309
88,9.9,139,-16,17,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.20633111573713903 0.25823516332045915 -0.8589566729743543 0.571072420925099 0.7682479892687823 -0.35427782129743135] [0.15223578367228918 -0.5494245428882645 -0.01531422878932065 -0.018939182385236286 -0.6463889681243067 -0.23448323725900777] [0.756993255493138 0.30583906797523297 0.2491767898228594 0.7670190793770955 0.8524950951804846 0.6048592333919611] [-0.056704547989166354 -0.014893237326952358 -0.36191733095224676 -0.6746862757375713 0.6263032626004996 0.6435539315914658] [0.6260831244027774 0.03451943846438699 -0.4438184770273135 -0.6825300212433094 0.7260342112233253 -0.4561782422047991] [-0.2383994179121618 -0.8203306040828924 -0.8859268166931711 0.9060194327094602 -0.14884504564850554 0.07752493220804202] [0.4807622947586676 -0.2890597570981297 0.3573348534331011 0.44225749848528895 -0.5931534124216427 0.35511519104905487] [-0.9222838132139368 -0.3104350431624252 0.11407708454343757 -0.06364420542923788 -0.3727769114593662 0.07665696411137701] [0.539231297427919 -0.4790309392238463 -0.0926584759137501 -0.3599767949051431 0.8471416095156563 -0.6437446209071183] [0.9765551627187592 0.7566993394086883 0.8780750339156778 -0.5427504352335926 -0.2942760026182023 -0.3200131716431045]],[0.4807622947586676 -0.2890597570981297 0.3573348534331011 0.44225749848528895 -0.5931534124216427 0.35511519104905487],0,54.59768959822513
89,9.9,22,-17,-18,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.5183140550195751 -0.5138574470220734 0.24644389924083088 0.9305962560453407 0.991257425877851 0.6761522099239532] [0.31211315169216336 -0.7679159462367837 -0.23611858729872148 0.8968760520797123 0.4850286403497883 -0.07976676922339276] [-0.2925630542008588 0.7013900148852541 -0.8045210928687829 0.6262963373029939 -0.8471289533572575 -0.8596184935196605] [-0.29717486464474985 -0.6342261346057403 0.9041363197531258 -0.2389024963764388 0.19279926667206615 -0.01835778267634014] [-0.8160114259073485 -0.05479306340716961 -0.5488475861161366 -0.42007632311259435 -0.08036560915100321 0.07708645839389194] [-0.617715590298934 -0.9023321515112148 0.22566508525179607 -0.544841071950243 0.21087687475630057 -0.21912967058676247] [0.23290267456986768 -0.7052381608287634 -0.9903923493617959 -0.022787865557533316 -0.13977179283944152 -0.9831427545288529] [-0.7590498677456541 0.7110821941397891 -0.8125878030433829 0.4525097007418988 -0.5621975497404961 -0.9441860886567399] [0.5716298156997293 -0.08970998324066315 0.8035620709422355 0.21995231989951436 0.6373374979756703 0.37570722010480795] [-0.1361342353346111 0.3475068894446627 0.5313402159622211 0.022203538771806697 -0.38864300356707693 -0.850807686129079]],[0.31211315169216336 -0.7679159462367837 -0.23611858729872148 0.8968760520797123 0.4850286403497883 -0.07976676922339276],0,-102.6131829630491
90,9.9,313,9,-21,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.5850257275812623 0.27700539060576923 -0.46745271403190447 0.9777673039556356 0.8829381491421973 -0.24370306149595145] [0.5487709749266625 -0.928451853894513 -0.3755919760547559 -0.6972621190075265 0.48403312822005806 0.7929520164539781] [0.16620341266236038 -0.11782311160107817 -0.2552745718685485 0.08484626569258058 0.8204769332783677 0.19425152057484918] [-0.1739634436904256 0.06553221359642203 0.35958796803581294 0.6758004459577323 0.8646216557415991 0.9118846879139872] [-0.06364531576165056 0.6906160264932866 -0.6839959833685494 -0.2575592050751463 0.29683574177100613 0.7818094387628538] [0.6103644410875702 0.4387127591158819 -0.8825250220381171 0.6148756080498459 0.9543062256219348 -0.10007359066986932] [0.6469395068792325 -0.43063074946607016 0.1590565631189762 0.3137520570348675 -0.3393040845516715 0.8341507535554056] [-0.08436233857471054 -0.0028336291894430765 0.8345199521827322 0.7936927077071405 -0.1589591767352705 0.289420705918104] [0.5307647730221778 -0.8155940404353061 0.5720274854902903 -0.8614632186907856 -0.16060511747356987 0.5707219041028602] [0.7320938335243936 -0.17936107980147997 -0.9166412015353267 -0.4393466145799867 -0.533340299338533 -0.22795898077987164]],[0.6469395068792325 -0.43063074946607016 0.1590565631189762 0.3137520570348675 -0.3393040845516715 0.8341507535554056],0,-6.892990978950451
91,9.9,150,-17,13,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.9299775415770322 0.5086259858363493 -0.8175301258367129 0.8871676004610796 -0.1936154259644487 0.3210352397327034] [0.7729803789842693 0.2597068094084649 -0.7189020369871013 -0.41335209784237414 -0.2152680832538132 -0.1812308665475466] [-0.05540895646719313 -0.8217568635554042 0.21590099979283517 0.9395900136811177 0.05103982042294852 0.4024922184655524] [0.5196093251911258 -0.5818251247459769 -0.797769511220664 0.8002104813630098 0.4939284930924499 0.5639432418072767] [-0.8013331853476726 0.20226452806704143 0.07380036843798021 0.7493963470118092 0.27156549217099624 -0.8872567563183162] [-0.4274248639653462 -0.14075689505724664 0.4304545578079948 -0.8235858019923044 0.5299227851118533 0.22186238801273261] [0.3564254997348184 -0.7169336906170796 -0.13140864916761075 -0.6437077296074354 0.20485964747494578 -0.6955945067163676] [-0.47178501052120425 -0.007317012121522692 -0.22183157575880386 -0.5868259075692763 0.9119830176049877 -0.9390976713137651] [0.5778268198543033 0.8686209788995491 -0.956035465670066 0.63386536846967 -0.16411078275324376 -0.5585514290714457] [0.7951791261712178 -0.19749841856253125 0.11091438272002141 -0.3135210175479537 0.8537659511990667 0.003125232854202853]],[0.5778268198543033 0.8686209788995491 -0.956035465670066 0.63386536846967 -0.16411078275324376 -0.5585514290714457],0,141.13978964880354
92,9.9,184,15,-1,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.11994581277109262 -0.3597153752017943 -0.5187335324752325 -0.27530999359205643 -0.711991186963874 -0.8817997792422276] [-0.041460360922630723 -0.5124913087330694 0.6764768650477511 -0.06105694307291798 -0.4468689381954485 -0.2763819585645293] [0.48425329697987585 -0.4337435812852741 0.20132150859645703 -0.6612299713462666 -0.8091834862254799 -0.6921852461622231] [0.9976869319544872 -0.11364047869141847 -0.7583386143523796 -0.1278149077825208 -0.05592922081284191 0.6648879204911757] [-0.7926621673339862 0.3636570286443599 0.23213616478731147 -0.6213070026538008 -0.047741964810229076 0.8246374445973754] [-0.846182033466325 0.48916766224545016 -0.7071264774799841 -0.49639326828511243 0.8307261785182474 0.2770303779140739] [-0.34944437155478725 -0.7371906670122048 -0.7650236389858329 -0.3905168846035376 0.8522934499443362 0.18427017313105098] [-0.7595446587472252 0.08598170331432442 -0.556347192217092 -0.7456342569710255 0.31654140963484023 0.8725369549956441] [-0.04871906238404011 -0.3023533987881546 -0.23561226925886425 -0.6957560823176643 -0.06399189957693507 -0.6634352729298361] [-0.537388528625758 0.26947630336419803 0.2681205824152759 -0.8214295058690599 0.6766175990102741 0.3856262649903617]],[0.9976869319544872 -0.11364047869141847 -0.7583386143523796 -0.1278149077825208 -0.05592922081284191 0.6648879204911757],0,21.432847361279478
93,9.9,185,22,-4,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.16864460370217493 0.009299253746251956 0.9993372780928611 -0.9860891700754004 -0.5937872901171259 -0.8633777472983801] [0.9156781207912017 0.5163390611758736 0.7907453289767505 0.07670918703592644 -0.6656352338228722 -0.027846723222472614] [0.9276360461963606 0.798940545630793 -0.37123522305930834 0.7104367920670436 0.6898152949428704 -0.9442148189559749] [-0.45153926042976544 0.09008254869873156 0.6624504445077359 0.925350162289226 0.10940987427669158 0.24379136141868263] [-0.2330825915970105 -0.7654121208072231 -0.17648669017514518 -0.2529630051844389 0.07947950370193935 0.6731091835398084] [-0.9409700377198691 -0.7394937852035259 0.01793397756318149 -0.5797235198171629 0.11649314998838523 -0.5593917226258416] [0.043814402962263355 0.4643465032708931 0.8076920182228802 0.4559784490010874 -0.7372686514777791 -0.09072068966738267] [-0.8878601916256532 0.8841405409898315 0.11227561349491788 0.007629140233644582 0.31575322606998624 0.9599099400468334] [-0.5513189607347391 0.6375187395800321 -0.6419786314986282 -0.3323545011408422 0.07556324981561668 -0.6394220709373011] [-0.5641236155410754 -0.16384274920670072 -0.3540097978012884 0.7722030896576288 -0.8091236599819334 0.49210807406518464]],[-0.8878601916256532 0.8841405409898315 0.11227561349491788 0.007629140233644582 0.31575322606998624 0.9599099400468334],0,-74.21204603431488
94,9.9,206,4,-14,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.8915397941606278 0.2611098192148811 -0.6873178732659775 0.4910004375495258 0.9928111560477646 -0.6134706339275959] [0.32960966084717125 0.7746682688601316 0.20056081417730742 0.20736505601983368 0.8793222106623946 -0.8350300093261285] [0.8052027879521779 -0.41480126941454154 0.6728170334962502 0.7306542515409382 0.443753940248655 0.8116220004611303] [0.029497813848221144 0.5293963428567086 -0.9346304390367668 0.37703347551678146 -0.8660590494650104 0.16345117233506246] [-0.6140996495903182 -0.6382006413668919 0.5445131764992028 -0.1760019510883175 0.5733930765030582 0.830989558763735] [-0.8100240714126672 0.018235629465781944 -0.23235168054493438 0.4781441928019463 0.10292472147189868 -0.29148474781566036] [0.08058275236310464 0.06134839819370308 0.22743097825730807 0.7518709073690482 0.3518877894943442 0.24955873832302466] [0.4079916908768999 0.9912410939854506 -0.15699162206068729 0.5669456038898122 0.547407763667048 0.1736204888092232] [-0.12610147744768518 0.3846365846525426 -0.5727481978670237 0.5288571479528013 -0.639872648641356 -0.2510482914743608] [-0.8571138514726611 0.9673698470143637 -0.40736249959820814 -0.16685133394028884 0.013225004822241981 0.974284989469492]],[0.08058275236310464 0.06134839819370308 0.22743097825730807 0.7518709073690482 0.3518877894943442 0.24955873832302466],0,8.843628771178984
95,9.9,17,-18,-3,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.8850287416140357 -0.8811082081246455 -0.19599609738602508 0.5212386495893611 0.984528551045109 -0.9798218215236087] [-0.7748322879787268 -0.834842697637622 0.3249907505788381 -0.48313252615568847 0.8682536708813864 -0.28254888475030393] [0.33466079355363676 -0.17170161014182295 -0.11071018866346205 -0.22184121644798327 0.29476344141087685 0.686222843064306] [0.6425713021607384 -0.8079420762524245 -0.9482771055997576 0.6563897860212846 0.07384810897278538 0.5133679541077731] [0.15659678523436016 -0.3272873429915941 -0.29493803931845997 -0.04022213099740335 -0.20305951737975492 -0.624605719108265] [0.10752042711368115 0.003172935434121449 -0.38416720521740166 -0.14201951075282437 0.6413105131939645 -0.8812979627750643] [-0.4576270730965595 -0.1612876801950276 0.6856223844429943 0.9957058838096828 0.8008827505685672 0.8202587158746595] [-0.3576614224275494 -0.21792388511636496 -0.32524230091191075 0.8291368706160493 -0.2670108052336164 -0.7107994872743508] [0.6441238807493626 -0.32847491773372384 -0.7790129501521217 -0.0011622121747079106 0.8550848804324045 0.37314341765199144] [-0.6727718127516649 0.8412491574201457 0.5949926312666824 0.22656950843842427 -0.043501811765819465 -0.5969920281860726]],[0.33466079355363676 -0.17170161014182295 -0.11071018866346205 -0.22184121644798327 0.29476344141087685 0.686222843064306],0,-90.1690900142155
96,9.9,354,-22,-12,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.7963430828287836 0.6110353566947007 -0.054170269608073474 -0.14236424311724583 0.46405935253215147 0.515332010057111] [-0.2623652150285578 0.19955189916601745 0.6814478892731894 0.4352388137734471 -0.577722096800366 0.6116009459946099] [0.7371465703187228 0.42145374757953413 -0.14976966712584394 0.9634585019139166 -0.8924276147541668 0.2502991509210273] [0.09972708944070496 -0.8696313522117671 0.9290346358901225 -0.743934952732743 -0.55498357521955 -0.8006306087352202] [0.9472929721684211 -0.7432682787419693 -0.516112287627956 0.6691822181459837 0.4052565021020318 0.02756343454289012] [0.2316820609087329 0.697563268435079 0.9477800135022094 0.06960007064384799 0.40729204036829536 -0.02623355790497306] [-0.5446985655637449 0.8849136283167929 -0.40976023579463816 0.7299748275340472 -0.14496276989455348 0.8462785218772193] [-0.793040701981035 0.8165918473074563 -0.42837223758800635 0.6330151989621746 0.3602161295800914 0.5306835301048212] [-0.4496430552209085 -0.6084687292373132 -0.13462032582559602 0.4658977620138105 0.5190163573819404 -0.19797504161522372] [0.0895194293333339 0.15517373002554713 -0.5267142194774683 -0.9954164315410154 0.5088845067495591 0.20654668877372018]],[-0.5446985655637449 0.8849136283167929 -0.40976023579463816 0.7299748275340472 -0.14496276989455348 0.8462785218772193],0,47.400852274045754
97,9.9,277,8,-13,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[0.8008577924653373 -0.40269731764963645 -0.7505941873636652 -0.3269149121348691 0.5557117449483648 -0.47749419857587383] [-0.7140089262734106 -0.12600395038174583 -0.11730305071897562 0.7668094818156215 -0.19790947488426092 0.696189422547143] [0.044550174167145906 0.8750312924370691 -0.30603425221981606 0.8300976361981156 -0.20436040004934863 0.5628677582546575] [-0.8711456761959646 -0.32524193114721567 0.1399774513885268 0.642145471453424 -0.6541924084719406 -0.8503328802219425] [-0.03490922221476889 -0.3336800407885019 0.980308260337666 -0.6175523332288897 -0.9916711476524254 -0.048866911450185846] [0.9772820215833067 0.49688142588563733 -0.9995839883885154 -0.5444984729859128 0.5886753710595811 -0.9533682749886094] [-0.8614648829353395 0.35828082564621866 -0.07006908997995187 0.9314776538337259 0.5661168323642805 0.08525956628003284] [-0.9245248264749613 0.858198777101931 0.21482516831881893 -0.03201480845125704 0.4066352648182985 0.25485266038816135] [0.8247136274817422 -0.12121794550806642 0.005804425464889018 -0.9581879991997768 -0.45126393214917493 -0.941050660127408] [-0.26055521707622953 -0.5879338656856365 -0.9148583182416621 0.7125635456888775 0.41095119943369274 0.535817033451168]],[0.044550174167145906 0.8750312924370691 -0.30603425221981606 0.8300976361981156 -0.20436040004934863 0.5628677582546575],0,51.70558870300902
98,9.9,109,-9,-12,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.26835157817101885 -0.6710428214284483 0.54641569137885 -0.5371728593235636 0.39384182846375815 0.39941283641193803] [0.4442907807175249 -0.2624017641984828 0.22672646324184997 0.8155396442985967 -0.17880197168686696 -0.06818404638636899] [0.26694073667496054 -0.8830060411028873 -0.32692355296721787 0.466121249581817 -0.6980119789244998 -0.316892323629127] [-0.6247624285450617 0.9919130806817844 -0.9680944452905385 0.2211441171890789 -0.1415254719086032 0.5849674754897776] [0.47359628847504687 0.8024716710961382 0.9138071135459895 0.45838044483947016 -0.49298084954778765 -0.14520620350806568] [0.5076886539016414 -0.35771071192980153 0.7463627728385731 -0.01722315856838197 -0.10970073052416285 -0.6200601088904343] [0.9047547674636081 0.17115648360434732 -0.7156311340315478 -0.24471934866368517 -0.8033397185034861 0.21136443407511663] [-0.407595345356774 0.057199831258591516 0.037809199220307343 -0.24352625289032437 -0.4052056300149425 0.6309896055193773] [-0.8039321621889166 0.48792984950854135 0.9277270389649988 0.24865030268004285 -0.2887186709200107 -0.30793349589319985] [0.40693137065838614 0.34775069764880406 0.28885177875733015 -0.41557099435154776 0.047937180625437836 0.4187321043325489]],[0.40693137065838614 0.34775069764880406 0.28885177875733015 -0.41557099435154776 0.047937180625437836 0.4187321043325489],0,76.00812306988135
99,9.9,30,24,-11,"""bike""","""""",9.9,{all-turtles},false,2,1,"""up""",[[-0.47187547545991726 0.24716772364823592 -0.6852303493930223 0.24103606287674872 -0.6912872056623212 0.6609771927294865] [0.8306038473392614 -0.7404401736388513 0.018172376010459512 -0.4591099554760787 -0.0068143514370546665 -0.5665719469959891] [0.07956000085275505 -0.14118268890667252 0.2129172375228361 0.8994317219304577 -0.15700834449829593 0.3193291087015393] [0.6802121999874278 -0.8752898167249932 -0.12385889584814169 -0.21949802849489464 -0.5184183700781038 0.7219123510736445] [-0.10398093101799888 -0.6336271954028652 0.47199036537884154 -0.5747980611266243 -0.9753110320267042 -0.7768506345180541] [0.6912337197771048 0.3873457071980153 0.20518611636429962 -0.9135584976034292 0.922474114702057 -0.15188963244832676] [0.6415290969308596 -0.2604797857298533 -0.887282126199159 -0.15176620780113437 -0.3870442761913162 0.24996505339955055] [-0.9173781305370072 0.7877149003759103 -0.1691513634453734 -0.25982807071131053 0.07720359662279708 0.7018191722060545] [-0.4407394398222826 -0.9954542476862902 0.006698661554885188 -0.653462322914586 -0.3619114683532043 -0.034770447794191695] [0.3153203499789583 0.009500266982430894 0.7367418778338766 -0.25949982606243105 -0.28870271547675697 0.09993894970925621]],[0.6912337197771048 0.3873457071980153 0.20518611636429962 -0.9135584976034292 0.922474114702057 -0.15188963244832676],0,9.872394932255208
